User,Tweet
VivekSilas,yadavakhilesh modi govern fail aspectsit proven fact unabl handl countri narendramodi yogiadityanath
ravi_shimoga,imagin narendramodi sushmaswaraj speech annual meet incindia shashitharoor talk bjp convent swami cpi cpimspeak parti invit opposit leader hear year better toler democraci sitaramyechuri tvmohandaspai
MehrotraRP,piyushgoy narendramodi world corrupt extent one day modigovt bjp requir time realli show differ modiforpm
Scorpion1007,cnnnew narendramodi rahulgandhi maryashakil normal day especi bjp clown
Shubham23694630,shri narendra modi cordial invit odisha biggest entrepreneurship summit kiit esummit youth odisha admir govern scheme startup would love hear govern futur plan action narendramodi narendramodi pmoindia
vivevivek1997,narendramodi shri narendra modi sir cordial invit odisha biggest entrepreneurship summit kiit esummit youth odisha admir govern scheme startup would love hear govern futur plan action narendramodi pmoindia
GoUngli,modi need hour narendramodi
prasantabjym,feel odisha bjp chang defens attitud attack bjd yesw make newodisha narendramodi amitshah dpradhanbjp pcsarangi aprajitasarangi bjmmpravati bjpindia bjpodisha bjym bjp loksabha loksabhaelect jababmaguchiodisha
Miraninick,narendramodi bjpindia bjp need put agenda practic state amp make sure improv live peopl good
manishbpl1,amitshah modi face bjp campaign congress ummmm gadkari 😂😂 amitshah narendramodi nitingadkari rahulgandhi priyankagandhi bjpindia incindia
Parvesh_singal,bjpindia mlkhattar narendramodi time chang corrupt defeat technolog digit india initi feel thing that want narendra modi prime minist narendramodi
ajaychat555,zeenewshindi incindia year rule bjp set demand vote perform n welfar poor wherea congress brought priyankagandhivadra resembl dadi throw lie public without evid zeenewshindi narendramodi bjp
AgarwalRajeshk,yogiadityanath amitshah bjp namo humbl request thinktank bjp pleas take decis action issu stray cattl caus seriou dent voter loyalti could realli damag wish modi ji must repeat term pm
narenwaghe,mani shameless irrespons attempt liarrahulgandhi take new low wonder congresschamcha bear god save inc vivekagnihotri narendramodi pmoindia rahulfakenew
iamvsj,even dumb modi bjp tookd gang know bjp molest rapist dont provid secur women betisup bjp govt provid secur cow bt human molestergangbjp aamaadmipareshan middlemanmodi
asimtwitt,indiatoday journo feel rahulgandhi play dandaguli bjp truth rg vs chori modi govt wait cat willl come corrupt womb modiji
iamvsj,averag eight women rape abduct everyday fir crime women lodg pm cm state women molestergangbjp dumb bjp ycp want presedenti rule andhrapradesh
mani24sjcpl,pchidambaramin narendramodi bjpindia rssorg rkhuria pbhushan sumanthraman tvmohandaspai kiranshaw infosysnmurthi halindia rkmisra prameshjain prakashraaj ikamalhaasan rajinikanth nidhi dhanyarajendran sreenivasanjain devfadnavi bsybjp bjpkarnataka dineshgrao feel stupid guy viveksreddi bjpkarnataka stupid like modi shd know muslim pakistan amp bangladesh still heart indiasinc ancestor live undivid india guy bjp rss r maharastra amp gujarat silli
I3ala_Ram,bjp one dont hav courtesi fullfil promis made apdemandsjustic talk abt courtesi nt follow receiv pmnonsens pm hav courtesi say word abt special statu promis made tirupati ye true modiisamistak
indukreative1,india rapiest never punish dt reason increas rape day day modi lot thing us girl safe delhi plz shoot punish jo log choti bachi girl ka samman nahi kr skte unh jina ka koi haq nahi h modi bjp delhi pmmodi delhigovern
boobna,pmoindia narendramodi amitshah rsprasad pl take note facebook work bjp facebook delet one video post wall shekhargupta elabor five biggest achiev modi govt
DrPremBajaj,rahulgandhi modifor plan publish list illeg swiss account apprehend connect still enjoy black money cover modi ji seem silent choro ke sardar
foolsgreengold,kaptanhindustan inquestion rss support bjp hope point get deliv modi play wild card support ambani rss ki lagg gayi
Rakesh26thsep,everyon want limelight polit circu first mamta banerje nc naidu amp akhilesh yahasabkopmbannahai loksabhaelect bjp meraparivarbhajapaparivar priyankauproadshow pmmodi
gauravana,mayb modi govern suitabl us dont see suitabl pm india pmo narendramodi atleast improv imag countri made us proud citizensofindia
narenwaghe,rajatsharmal narendramodi incindia rahulgandhi indiatvnew mani shameless irrespons attempt liarrahulgandhi take new low wonder congresschamcha bear god save inc
sidharthsogani,think anilambani hire rahulgandhi promot speech tweet rahul talk anil ambani lol narendramodi
narenwaghe,mani shameless irrespons attempt liarrahulgandhi take new low wonder congresschamcha bear god save inc vivekagnihotri narendramodi pmoindia
r_vaid,twitterindia act cong evm rt modi show rt rahulgandhi twittermischief
Sachinbambhniya,narendramodi bjp also made provis punish girl rape rape like girl hous given prime minist hous scheme name women name women given prioriti given prioriti meraparivarbhajapaparivar
DeepSojitra__,life give priyanka chopra gandhi 😎 modiunstopp modioncemor bjp fraudcongress bjpindia incindia narendramodi priyankachopra priyankagandhi
shreyas_shukla,congress never learn mistak maut ka saudagar sonia modi ensur gujarat victori singl hand chaiwala tu chai bech mani modi take bjp bigger ever chowkidarchorhai raga next meraparivarbhajapaparivar
KatragaddaRake2,narendramodi govt lie sc tri put blame fiasco bjp infact lie whole countri broken trust taken us ride namo chowkidarchorhai
KatragaddaRake2,central govt claim type error report rafal paper that reason suprem court got wrong dont bjp gang boss narendramodi get tire lie chowkidarchorhai
KatragaddaRake2,bjp narendramodi n govt today decid blame sc claim rafal report misread sc wakeup modiji n smell coffe blame everyon around enough chowkidarchorhai
KatragaddaRake2,one scam n one lie anoth central govt narendramodi pin blame suprem court judg rafal paper bjp ever take ownership lie n mistak chowkidarchorhai
BJPMeetMehta,favourit initi narendramodi govt meraparivarbhajapaparivar bharatkemannkibaat yearsvsmonth namoagain bjp drrutvij narendramodi vijayrupanibjp bjpdrpradipdav vyomvya bhattpurvesh jshahoffici kajaljaihind
Dhanush_Arun_,bsybjp sir pleas come bjpkarnataka bjpindia form parti like kjp show high command bjp without south india modi amit shah play youth sooner realis thisth better bsyeddyurappa bjp
vekariyapb,drjagdishsurat amitshah narendramodi bjpindia bjpgujarat vijayrupanibjp cmoguj ye sir also got inform today news paperif inform wrong believ take action media alkalamba aap surat bjp congress gopalitalia isudangadhvi newsalert media
JyotsnaTak,swami sir u r main pillar modi govt bjp cant form govt without support person follow u ur ideolog
vrprasad12,meraparivarbhajapaparivar pm narendramodi ji nation home work x peopl nation vote back power everi home support bjp josh real revolut peopl arnabgoswami anilambani battleof
AYogesa,let us spoil relationship talk polit like bjp may god bless son grand son like narendramodi narendramodi like congress may bless son grand son like rahul matter over😜 modiforpm
Vijendra1Verma,madhukishwar tarekfatah narendramodi fatah singlehand open indian eye potenti signific amp semin way may even abl measur yet shame see modi amp bjp wala scare tarek fake elit coward liber amp mainstream media lutyen
Bhaavinpurohit,pm shri narendramodi lead bjpindia done immens good work sector basic ground work done voter need understand amp support bjp reap dividend good work continu salut pmoindia continu good work poor middleclass amp
iamTapanPandya,twitter narendramodi becom pm india merapariwarbhajapapariwar bjp
pasunuri_kiran,name leader whose properti less pm narendra modi amp famili popular pm modi vote mera pariwar bjp pariwar sabkasaath sabkavika
iAnand_tanmay,pmoindia narendramodi rsprasad plz provid age relax resversit age rexlat vote nota bjp other kya gener hona gaunh hai
ashishaminNGS,amitshah address worker across nation emphas four organis program contact peopl peopl contact well tri convinc beneficiari narendramodi local bjp nda state govt vote narendramodi
aman_diol,madhyapradesh sanjaypathak bjp mla may join cong fight lok sabha khajuraho cong may field anilshastri son former pm lal bahadur shastri bhopal loksabhaelect
Real_Ghadage,nitingadkari bjpindia narendramodi amitshah nice sir see u pmo voluntarili give huge vote bjp boz u r straight forward genuin person
pranavagarwal_,consid fact aap start oppos congress led govern two join hand seem hilari modi effect modi fear loksabhaelect
ravikumar455,rahulgandhi narendra modi ji act middleman anil ambani email clear airbu execut wrote mranil ambani met french defenc minist told day rafal deal sign go get
Arun_IT508,meraparivarbhajapaparivar support modi sir josh high sir bjp namoagain modiunstopp
sinhababu15,narendramodi support sir carryon futur gener west bengal support bjp
RimaChaturvedi,get broadcast press confer rahulgandhi mean modi govern hinder democrat freedom speech sad modi ji incindia rahulgandhi
KajaVinoth,narendramodi elect near thank rememb atalbiharivajpaye advani past year forgotten elect pm definit need vote bank saviour bjp
Shashkya,jmscindia aap bjp mein aa jao potenti becom pm year
kuchhnahii,what today entertain rahulgandhi whose money modi give anil ambani today 😬😆 rahulgandhi
StocKWarrior10,prime minist narendra modi exud confid india would continu fastestgrow larg economi could secondlargest economi world huge opportun long term invest india narendramodi india nse bse
NamasteMitro,pm narendramodi team give strong strength india bcoz congress want alway friction indian ppl alreadi seen last month new congress cm mp talk state ppl never want countri grow bjp great parti
ashokaushal,hugday modi hug appear style greet everybodi particularli foreign diginatori fact real cosi amp convey mean need support amp cooper earn india number friend person modi narendramodi modioncemor
ChetanP_tweets,mkskrish srivatsayb roflgandhi bjpindia kindli understand one pm team mate fake aura pm may blind mani someon open eye catch lie react accept fastergoy bjp
SiddG19,prakashjavdekar care nation nation know confirm narendramodi come bjpindia bjp yearsvsmonth loksabhaelect namoagain modiunstopp modifiedc rahulkajijachorhai piyushgoyaloffc modijeetega
SiddG19,prakashjavdekar expect incindia never run coalit govern bjp bjpindia bjp namoagain modiunstopp modifiedc modijeetega rahulkajijachorhai yearsvsmonth apdemandsjustic loksabhaelect narendramodi bjpindia piyushgoyaloffc
krishind07,beinghumor that narendramodi amp bjpindia countri come first parti rahulgandhi amp incindia famili come first come parti amp countri rahulgandhi think birth right pm india gandhi tag
MeraBharat_V2,shashitharoor incindia let admit one thing narendramodi brought mighti peopl incindia street made tell peopl past yr wrong that inchrock henc namoagain bjp bjpindia
midhunpm477,congress play front foot rahul gandhi elect match congressout modi st bjpball rahulkabaapchorhai rahulkajijachorhai rahulkapurakhandhanchor rahulgandhi rahulliecaught rahulgandhichorhai
VVK29,intellectu bankruptci govt like ianuragthakur given task safeguard citizen right social media bjp cell warrior follow pm give rape threat women twitter
rajender5009,mr modi degrad level speech good pm cultur nation like india request talk like chowkidar pm india bjpcheatedap chandrababunaidu bjp bjpli rahulgandhi india
dnsunita4853,rahul gandhi compet enough win even trade union elect acumen nation leader compar modi insult honest dedic leader india fortun modi pmbjp zn abp ptc aajtak narendramodi
Kishorenayak04,suspend bsybjp pend inquiri damag parti elect hope bsi come clean greater caus take action amitshah narendramodi come embarrass bjp whole countri person greater parti bjp
ThevarBharathi,hariind tn elect modi doubt even leftist idiot brainwash peopl rajathanthiram valga modi bjp
ShivprasadKara2,angadimp sir tell uworld know pm modi done let peopl know u done u go find also u dont find even one u ruin potenti great land belagavi ur term atleast nw let other take chanc frm bjp byrbjp publictvnew savebgm
newsbluntmedia,pm narendramodi said wind chang evid global energi arena said suppli sourc consumpt energi pattern chang mr modi said shift energi consumpt west east
SajalSingh2024,citizen nation devid cast colour dynasti crupption ask whether deserv pm like mr modi fraudcongress rahulgandhi
thecablestory,would give modi anoth opportun prime minist india take countri better height narendramodi meraparivarbhajapaparivar modifiedc namoagain
kshirod003,rahul gandhi one person world even one els bjp chant pm narendramodi ji name like devote truethat got bless sambitswaraj bjpindia sudhanshutriv
Ranjuudev,bjpraushanyadav ramkripalmp bjpbihar krpandeykumar narendramodi amitshah amitmalviya bjpindia wow great dedic toward bjp nation jay hind
versatile2606,today dharma porata deeksha punch line rg said narendra modi stole money ap gave anil ambani dharmaporatadeeksha narendramodi
vikram140gulati,anjalimodi jigneshmevani democrat narendramodi princip file complaint rate bjp float even bigger rat chowkidarchorhai
Gladiat45837705,pradeepksm incindia ncbn thelostmyst badribjp anupamelectra dsanjeebkumar ajaypshetti fabsunil worst ever pm india narendramodi egoist well deserv insult peopl cri modiinsult go back rememb insult senior bjp advani sir dharmaporatadeeksha gobackmodi gobacksadistmodi
Gladiat45837705,republ worst ever pm india narendramodi egoist well deserv insult peopl cri modiinsult go back rememb insult senior bjp advani sir dharmaporatadeeksha gobackmodi gobacksadistmodi
Gladiat45837705,worst ever pm india narendramodi egoist well deserv insult peopl cri modiinsult go back rememb insult senior bjp advani sir dharmaporatadeeksha gobackmodi gobacksadistmodi
teotia9045,republ modiinsult modi ji alreadi handl jhoota desh given inc leader well proud theyinc alreadi eaten growth india narendramodi
Kirti_Guddu,ncbn narendramodi wen u wer allianc everyth modi suggest wen u everyth modi rich peopl amp arvindkejriw tough competit chameleon award modiagain modiunstopp loksabhaelect
MorAnand,dear narendramodi cricis u work platform alway love u ur dedic ur way work bjp support indian alway love seek u pm pm elect drkumarvishwa
spbhattacharya,first jootha cup taunt pak pm attack famili dump jibe abus pm modi fair game loksabhaelect mahagathbandhan win
im_chandramohan,moneycontrolcom mamataoffici aamaadmiparti narendramodi peopl elect parti remov ensur bjp win
AamirSy61653294,vishaldadlani aartic congress mother rss bjpindia incindia unit evm bjp congress dalla ambani adani patanjali punjipati peopl bjp congress bhagao hindustan bachao narendramodi help congress rahulgandhi help bjp aap hope india arvind next pm
ursRavindraBabu,rajkarsewak yeswanth muglikar tdp amp bjp secretalli stop narendramodi directli sit ncbn amp question scam happen andhrapradesh last year brought gvlnrao amp other narendramodi strong weak pm
MANooriBajwa,salahshoaib vbaano bjp wont abl cross whatev govern come power definit coalit nda come power definit narendramodi prime minist
SurienderKhalsa,narendramodi nedunjezhiyan ohh realli rafaled prove u dont hv time hold press confer u dont valu poor u favour rich like ambanientir nation know peopl r gon na trust bjp serious antipoor polici
AamirSy61653294,preetismenon aamaadmiparti incindia congress mother rss bjpindia incindia unit evm bjp congress dalla ambani adani patanjali punjipati peopl bjp congress bhagao hindustan bachao narendramodi help congress rahulgandhi help bjp aap hope india arvind next pm
adikya2,rahulgandhi hell given ambani loan regim havent u given augusta westland hal u choos itali compani belong ur mom u cant talk ur scam cri modi rahulkajijachorhai rahulkabaapchorhai rahulgandhi
shahhimanshu,cricket success team depend captainci goe govern pm post like captain congress sp bsp congress ncp tdp app etc pleas give name captain votebjp congress ncp tdp rss sp elect mamatabanerje
Challo_Twitte,admit fear loksabhaelect citizen fool vote incindia modi bipolar priyankagandhi look like indira shame largest democraci
WeForNews,dissid bjp member shatrughansinha attack pm narendramodi andhrabhavan chandrababu naidu one day fast make peopl say chawkidarchorhai
Subhash_thane,incindia rahulgandhi vote congress make captain amarind singh pm candid also make sachin pilot inc presid till happen vote narendramodi captainaspm
reach_ashutosh,narendramodi amitshah bjpindia myogiadityanath guy speak behalf bjp aajtak anjanaomkashyap guy doesnt common sens shout courtesi well caus damag raga
gaurang0911,republicbharat republ realli doubt nayadu cover agent modi 😉 loksabhaelect insultpmdharna
vasundharaBusa,long modi take come clean rafal deal speak openli alleg made everi bjp leader tv debat speak modi himselfdid pmo interven nocongress rahulgandhi inc priyankagandhi
SaumilBJYM,rahulgandhi narendra modi isnt work countri amp well r form allianc narendramodi yogeshsagar bjymsocialmedia mohitbharatiya shwetashalini comeagainmodiji bharatbacksmodi bjp assam abkibaarpaar csatvictim
Santoshpatil046,narendramodi narendramodijindabad good govern good intent hallmark govern implement integr core passion narendra modi
gopesh2009,lostpoet time modi win vote varanasi modi led bjp win plu seat see month
IshitaJoshi,modi rest year modifor namoagain india indiabacksmodi narendramodi proud indian proud prime minist remot control ki sarkar congressmuktbharat
vasundharaBusa,priyankagandhi rahulgandhi road show stupend success modi ed plan anoth vadra ji next question questionaire cbi eci autonom bodi perfect control name chowkidar
venkatagowtham5,justic serv narendramodi n bjp troop brought knee dharmaporatadeeksha apdemandsjustic
venkatagowtham5,thank sri ncbn take fight narendramodi behalf peopl ap wasnt andhrapradesh would wipe clean bjp dharmaporatadeeksha apdemandsjustic
NamasteMitro,nowaday congress ppl advertis priyankagandhi indiragandhi new avtar dont know husband currupt avtar look roadshow total fail much money expens roadshow hope bjp narendramodi neerajbgp
venkatagowtham5,stand leader sri ncbn fight injustic narendramodi led bjp dharmaporatadeeksha apdemandsjustic
KP_Aashish,arvindkejriw way pm narendramodi treat non bjp state govern like prime minist india pm pakistan chandrababunaidu apdemandsjustic
K_N_Chowdary143,stand leader sri ncbn fight injustic narendramodi led bjp dharmaporatadeeksha apdemandsjustic cbnarmyponnur
NadimShayk,atheistdelhi sidmtweet bjp cant win one one contest seat contest spbsp combin even modi wont contest varanasi time bipolar bjp need triangular fight succeed that priyanka given job
iamTapanPandya,promiseday citizen india promis narendramodi sir vote bjpindia bjp newindia
Bubbly73183783,ncbn bjp cant back stab peopl back power pm ask right apdemandsjustic apdharmaporatam dharmaporatadeeksha dharmaporatam
super378,onlytr ncbn second tweet clearli accept backstabb point modi gurvindha proverb also appli tdp amp bjp bite dust prove disast
K_N_Chowdary143,thank sri ncbn take fight narendramodi behalf peopl ap wasnt andhrapradesh would wipe clean bjp dharmaporatadeeksha apdemandsjustic cbnarmyponnur
K_N_Chowdary143,justic serv narendramodi n bjp troop brought knee dharmaporatadeeksha apdemandsjustic cbnarmyponnur
rahulknair15,priyankagandhi speaker outsid speech less uttarpradesh popular never power congress comment bjp race pm narendramodi year
JogulambaV,pm narendramodi came andhrapradesh address polit meet abus elect cm ncbn son naralokesh paid special flight bjp peopl ap justask apdemandjustic apdemandsspecialstatu dharmaporatadeeksha
SandipGhose,coolfunnytshirt first rahulgandhi promis mobil phone factori everi district went say rs k crore stolen modi gift anil ambani wonder mani rafal could bought multipl k crore rafaled
NBhatTR,modi shouldnt pm ask pakistan get answer 😂 incindia namoagain comeagainmodiji loksabhaelect
ankitmeswani,allianc never win strongest pm world narendramodi bjp amitshah nation belov pm work nation fill pocket
HarshithMahadz,indiatoday feel bad modi ji speak varanasi one news channel cover queen arriv priyankauproadshow priyankagandhi rahulgandhi divyaspandana
NBhatTR,modi ask sadhu santa prayagraj kumbhmela get answer incindia rahulgandhi loksabhaelect namoagain comeagainmodiji
HarshithMahadz,happen news media pm modi speak varanasi one news channel cover thatal chanel fight catch glimps priyankagandhivadra tigress arriv priyankauproadshow rahulgandhi congress divyaspandana
NBhatTR,differ narendra modi politician politician give fals hope tri make peopl believ modil work make peopl believ loksabhaelect comeagainmodiji namoagain
SiddG19,rsprasad zeenew modi come winner bjp bjpindia phirekbaarmodisarkar samarpandiwa namoagain namoagain namoassam narendramodi chaukidarchorhai modijeetega abkibaarmodi rahulkajijachorhai
KazaVk,narendramodi ncbn might polit person differ modi undermin andhrapradesh peopl interest punish stop project fund dharmaporatadeeksha apdemandsjustic bewithbabu
hananyatdp,stand leader sri ncbn fight injustic modi led bjp dharmaporatadeeksha apdemandsjustic naidufastingindelhi
hananyatdp,thank sri ncbn take fight narendramodi behalf peopl ap wasnt andhrapradesh would wipe clean bjp dharmaporatadeeksha apdemandsjustic naidufastingindelhi
Mee_Sumanth,stand leader sri ncbn fight injustic narendramodi led bjp dharmaporatadeeksha apdemandsjustic chennaitdpfourm cbnarmyguntur cbnarmyprathipadu
sovereignBharat,piyushgoy piyushgoyaloffc narendramodi punjab mail usual delay hoursthi show ineffici bjp govtsham pm rail minist
KatragaddaRake2,sc steel plant railway zone fund thank pm narendramodi peopl made call time narendramodi bjp sarkar dharmaporatadeeksha apdemandsjustic
mani24sjcpl,tvmohandaspai bsybjp narendramodi bjpindia bjpkarnataka rkhuria sumanthraman jhasanjay prameshjain prakashraaj amitmalviya sambitswaraj priyankac rkradhakrishn dear vinitgoenka hope u grewup statur bcoz polici incindia bjp polici u may endup chauffer modi qualif u possess pbhushan halindia sanjayuvacha bdutt sgurumurthi swami navikakumar rahulkanw fayedsouza
ManyagolGanesh,boy expect girl valentinesday promis vote bjp narendramodi bjpkarnataka
ravipolara,narendramodi hello pmnarendramodi modi narendramodi give india promis promisem promiseday lakh bank account bjpgujarat bjpindia kraval hardikpatel jigneshmevani abpasmitatv lambaalka sirpareshraw
IndianSamu,abhijitmajumd pappu never learn dancea self declar pm candidit organis press confer without home work detail info think peopl insid inc work behav respons
veerariddhi,gulpanag also recent twitter crackdown fake profil pmnarendramodi modi lose lakh rahulgandhi follow novemb mani celebr may kind fake follow also impact drop follow list time
RV2827,vanathibjp namoagain bjpindia bjp vote pm narendra modi make countri strong among nation develop countri bjptamilnadu narendramodi
aanunim,trust narendra modi either find way make one pm nda thank crore indian win seat th ls elect isuportnamo namoagain narendramodi narendramodi
joesaggar,ncbn make stupid comment modi wife suit person like u fall low level u disgrac person shake hand rahulgandhi corrupt congress parti u asham fall low thu prove class
PrapannaKeshav,dhruvrathe like arvindkejriw doesnt ident think selfabout blue tick bhi jaag ja account verifi nahi hua narendramodi ki galti tere girlfriend se tera break hogya modi ki galti😏
ajaychat555,narendramodi bjpindia suggest narendramodi ji whenev speak elect ralli pleas start speech josh electrifi public n also remind surgic strike usp govern amitshah sambitswaraj bjp
Chetreeraju,khan becam gandhi histori tri repeat badra tri gandhi narendramodi congress bjp
dev__speaks,modi ji worri face inquiri case vote power countri alway secondari evid choic ok cloth lifestyl rafaleconflictcharg rafaled rahulgandhi ameetasinh aipcdelhieast rahulgandhi
whyskp,narendramodi bjp win singl loksabha seat andhrapradesh without allianc visit chang anyth
bela_pal,bedtet narendramodi amitshah long spell unemploy lead unstabl financi condit lead depress bjp must acknowledg thousand live face rough patch myogiadityanath drdineshbjp kpmaurya drmnpandeymp sushmaswaraj
SudhirPA3,drrizwanahm ashutoshb numbo compar corrupt person like mayawati sardar patel lose sens quest hate narendramodi amp bjp must rethink journo class think dont expos much bjpindia
PraveshDobhal2,narendramodi bjp gov also insult gov employe inforc np need op bhi
kmnaidu,sureshpprabhu bjpandhra bjpindia sir would like hear railwayzonevizag dont announc narendramodi piyushgoy vizag peopl fight decad bjp promis elect also haribabubjp vishnurajubjp madhavbjp
RitulRaj8,narendramodi high increas rape case past year upa case record bjp record aur pata nahi kitn sare logo ne repot hi nahi kiya kay yahi hai aapk aach din
Thippeswamy1967,narendramodi supportingmodiji uniti integr india make india stronger greater world namoagain bjp bjpindia
bns5,offici campaign loksabhaelect even start modi schedul today new delhi gt guntur andhra pradesh gt tiruppur tamil nadu gt hubbal karnataka gt new delhi hectic would light word day ahead narendramodi
him_sing,rishibagre bjp honor vice presid india suppos reflect parti ideolog invit went spirit vpsecretariat bjpindia narendramodi pmoindia
_Anil_7781_,yesvcan inckarnataka narendramodi cmofkarnataka dineshgrao kpccpresid arshadrizwan gshekarinc mahamaitri govern karnataka learn manner first cmthen pm giverespecttakerespect bjp congressmuktabharata
Sahayamarylove,misunderstand enemi tweet gobackmodi mean narendramodi go back delhi elect serv newindia welcom modi newdelhi
Senthil79172949,sad pm take proud trichi airport fund kongu region whose coimbator airport stink crowd like bu stand kongu wait year new termin bjp vanathibjp coimbator
jonathanalal,indianexpress pmoindia narendramodi made degrad remark rahulgandhi whole famili yet even rahulgandhi drag narendramodi abandon wife jashodaben pictur show rahul heart stoop level
Rashimdharsood,congress kay year bjp kay month abkibaarpaar modiagainstcorrupt modiforpm madhavibhuta mrsgandhi withibnesena vijayarahatkar narendramodi amitshah dpradhanbjp ianuragthakur amitshah pavanranarss
reddynprathima,friend get opinion polit simpl solut bjp support may god bless child grow like narendramodi congress support may bless child grow like rahulgandhi easi matter 😝😝
SubshriS,amitshah comparison india america israel bjp empti internation complet disregard secur soldier show rafalescam pm narendra modi
rajasekaranTOI,would famili packag purchas mobil recharg amp icecream famili mention indirectli sonia gandhi famili bought famili packag get bail court case pm narendramodi tirupur toichennai timesofindia tiruppur tamilnadu
MdSaeedPasha,modi sansad adarsh gram yojana total fail object karnataka bjp mp includ bsybjp noth adopt villagethey say fund given ppl know yet anoth jumla modi amp bjp gobackmodi barbedamodi
iamssunill,ramchandranayi incindial kapilsib modi that precis major reason peopl doubt bjp gon na get major need impecc team modi trust like modi
sivaetb,congress invok b vajapaye raj dharma advic narendramodi elect bjp said show dearth leader congress depend leader bjp pm invok k kamaraj logic appli
smitha_tk,narendramodi histor move pm kissan samman nidhi announc budget farmer acr given rs per year support addit rang scheme narendramodi bjp tiruppur
fermiparadox27,piyushgoy proud feel sir salut u salut modi govern jai ho narendramodi ji
ajaychat555,mamtabanerje anti constitut n anti nation act drawn centr line kabaddi court match two team deshpremi b deshdrohi select n support right one incindia zeenewshindi tmc indiatvnew narendramodi bjp
tamilnaadulive,vajpaye govern pass constitut amend safeguard interest sc st commun strongest amend sc st act made current nda govern pm narendramodi modi tiruppur bjp tnpolit tamilnadu
tamilnaadulive,us social justic mathemat equat plu minu thereit articl faith long time opposit spread panic issu vajpaye ji pm pm narendramodi modi tiruppur bjp tnpolit tamilnadu
Jeesprabu,get lost never come tamil indian life india great mistak modi gobackmodi modiisamistak bedbug bjp
tamilnaadulive,wellb fishermen fisherwomen separ depart fisheri set way bring govern doorstep previou govern answer think pm narendramodi modi tiruppur bjp tnpolit
Abhyudyatripath,kejriw new plan today receiv call aap said bjp govt cancel voter id kejriw fight modi reissu voter id question eci new polit start pmo loksabhaelect abpnewsonwhatsapp
satishgarg53,elect congress bjp congress year congress rule year still say give us anoth chanc chang indiaw gave modi chanc amd made life looter hell vote bjp
tamilnaadulive,whenev elect come opposit talk poorli thought loan waiver neither reach poor farmer end burden pm narendramodi modi tiruppur bjp tnpolit tamilnadu
tamilnaadulive,opposit good one thing spread panic time tri mislead farmer worker youngster nation pm narendramodi modi tiruppur bjp tnpolit tamilnadu
tamilnaadulive,mahamilawat adulter allianc club rich peopl tri promot dynasti neither understand poverti vision serv poor pm narendramodi modi tiruppur bjp tnpolit tamilnadu
tamilnaadulive,agenda call allianc issu fight nobodi know gun aim modi pm narendramodi modi tiruppur bjp tnpolit tamilnadu
m_shrinagesh,minhazmerch rahulgandhi fact journalist pretend sleep rahulgandhi fantasis propaganda weapon modi project scam fill dynasti better light wont see fact would hurt believ dumb mass
tamilnaadulive,friend opposit funni say modi govern failur modi done noth modi go badli defeat still form big allianc defeat modi pm narendramodi modi tiruppur bjp tnpolit tamilnadu
tamilnaadulive,thought could never question lord nation give account lootthi chang india today pm narendramodi modi tiruppur bjp tnpolit tamilnadu
tamilnaadulive,earlier heard famili pack mobil recharg icecream seem famili pack bail pm narendramodi modi tiruppur bjp tnpolit tamilnadu
tamilnaadulive,place govern delhi put lock corrupt misde sever peopl exactli great k kamaraj want govern run zero toler toward corrupt pm narendramodi modi tiruppur bjp tnpolit
tamilnaadulive,polit cultur abus modi may give space televis elect fought one vision nation slander attack pm narendramodi modi tiruppur bjp tnpolit tamilnadu
tamilnaadulive,whatev question ask answer word modi ask view toward agricultur welfar answer modi ask plan msme sector say modi pm narendramodi modi tiruppur bjp tnpolit
gouthamkrishnaa,recount minist pchidambaram think brain world head 😊 pm narendra modi tnwelcomesmodi bjp
tamilnaadulive,want take back upa time wise minist tamil nadu know talk right recount minist man think knowledg world resid brain pm narendramodi modi tiruppur bjp tnpolit
sivaetb,deccanherald answer modi anyth anyon ask narendramodi talk opposit parti gang bjp tamilnadu deccanherald
gitartha_boruah,narendramodi bjp show hinduvata agenda assam cab gain polit milega hindi heartland like mp etc assam peac state dont dare test us burn protect land bangladeshi nocab bjp hinduwata
tamilnaadulive,also possibl crore honest tax payer make indel contribut develop nation pm narendramodi modi tiruppur bjp tnpolit tamilnadu
tamilnaadulive,today india develop note entir world develop becom possibl due strength skill crore indian pm narendramodi modi tiruppur bjp tnpolit tamilnadu
tamilnaadulive,villag dark bright aim achiev hous crore hous alreadi built last four year pm narendramodi modi tiruppur bjp tnpolit tamilnadu
tamilnaadulive,india home world largest afford healthcar programm ayushman bharat nation healthi develop quicker short span lakh peopl alreadi benefit scheme pm narendramodi modi tiruppur bjp tnpolit
tamilnaadulive,metro project built sever citi across india today inaugur passeng servic section phase chennai metro pm narendramodi modi tiruppur bjp tnpolit tamilnadu
tamilnaadulive,pace road construct doubl project like bharatmala connect remotest corner nation sagarmala project har power india coast set foundat portl develop pm narendramodi modi tiruppur bjp
tamilnaadulive,day ago nation saw utter disgust stori top upa minist kept push narr armi coup everi indian know armi thing look congress attitud pm narendramodi modi tiruppur bjp tnpolit
tamilnaadulive,congress also leav opportun belittl armi one leader use unpardon languag armi chief armi went across border surgic strike congress question well pm narendramodi modi tiruppur bjp tnpolit
tamilnaadulive,also govern honour fulfil demand one rank one pension orop four long decad pm narendramodi modi tiruppur bjp tnpolit tamilnadu
